parameterset,datensatz,filter,w,s,norm,ddtw,interval_type,interval_param,functionals,max_landmark_diff,n_landmarks,n_intervals,ref_match_normiert,dmatch_dfit_normiert,overall
130,nanofocus,0.095,,,,,all_maxima,ref,max,None,4,5,0.79189542272418,0.327751852380238,1.11964727510442
131,nanofocus,0.095,,,,,all_maxima,ref,max,20,4,5,0.79189542272418,0.327751852380238,1.11964727510442
132,nanofocus,0.095,,,,,all_maxima,ref,max,10,4,5,0.79189542272418,0.327751852380238,1.11964727510442
133,nanofocus,0.095,,,,,all_maxima,ref,max,5,4,5,0.79189542272418,0.327751852380238,1.11964727510442
134,nanofocus,0.095,,,,,all_maxima,ref,min,None,4,5,0.980944099632393,1.04563230117177,2.02657640080416
135,nanofocus,0.095,,,,,all_maxima,ref,min,20,4,5,0.980944099632393,1.04563230117177,2.02657640080416
136,nanofocus,0.095,,,,,all_maxima,ref,min,10,4,5,0.980944099632393,1.04563230117177,2.02657640080416
137,nanofocus,0.095,,,,,all_maxima,ref,min,5,4,5,0.980944099632393,1.04563230117177,2.02657640080416
138,nanofocus,0.095,,,,,all_maxima,ref,max_min,None,8,5,1.19236008981764,1.58202349133975,2.77438358115739
139,nanofocus,0.095,,,,,all_maxima,ref,max_min,20,8,5,1.19236008981764,1.58202349133975,2.77438358115739
140,nanofocus,0.095,,,,,all_maxima,ref,max_min,10,8,5,1.19236008981764,1.58202349133975,2.77438358115739
141,nanofocus,0.095,,,,,all_maxima,ref,max_min,5,8,5,1.19236008981764,1.58202349133975,2.77438358115739
142,nanofocus,0.095,,,,,all_maxima,fit,max,None,4,5,0.84175600701574,0.243207364196752,1.08496337121249
143,nanofocus,0.095,,,,,all_maxima,fit,max,20,4,5,0.84175600701574,0.243207364196752,1.08496337121249
144,nanofocus,0.095,,,,,all_maxima,fit,max,10,4,5,0.84175600701574,0.243207364196752,1.08496337121249
145,nanofocus,0.095,,,,,all_maxima,fit,max,5,4,5,0.84175600701574,0.243207364196752,1.08496337121249
146,nanofocus,0.095,,,,,all_maxima,fit,min,None,4,5,1.26855607795267,1.69888023498013,2.9674363129328
147,nanofocus,0.095,,,,,all_maxima,fit,min,20,4,5,1.26855607795267,1.69888023498013,2.9674363129328
148,nanofocus,0.095,,,,,all_maxima,fit,min,10,4,5,1.26855607795267,1.69888023498013,2.9674363129328
149,nanofocus,0.095,,,,,all_maxima,fit,min,5,4,5,1.26855607795267,1.69888023498013,2.9674363129328
150,nanofocus,0.095,,,,,all_maxima,fit,max_min,None,8,5,1.09032855723167,1.4310158478665,2.52134440509817
151,nanofocus,0.095,,,,,all_maxima,fit,max_min,20,8,5,1.09032855723167,1.4310158478665,2.52134440509817
152,nanofocus,0.095,,,,,all_maxima,fit,max_min,10,8,5,1.09032855723167,1.4310158478665,2.52134440509817
153,nanofocus,0.095,,,,,all_maxima,fit,max_min,5,8,5,1.09032855723167,1.4310158478665,2.52134440509817
0,nanofocus,0.1,inf,1,euclidean,False,,,,,,,0.183761731312439,3.04941193671202,3.23317366802446
1,nanofocus,0.1,inf,1.05,euclidean,False,,,,,,,0.641331583719243,2.44538929467404,3.08672087839328
2,nanofocus,0.1,inf,1.1,euclidean,False,,,,,,,0.672005025018611,2.03513667268306,2.70714169770167
3,nanofocus,0.1,inf,1.15,euclidean,False,,,,,,,0.691227345884687,2.58285338430454,3.27408073018922
4,nanofocus,0.1,inf,1.2,euclidean,False,,,,,,,0.70970332980012,2.68029812684947,3.39000145664958
5,nanofocus,0.1,30,1,euclidean,False,,,,,,,0.227154296987936,3.05144324228801,3.27859753927595
6,nanofocus,0.1,30,1.05,euclidean,False,,,,,,,0.641331583719243,2.44538929467404,3.08672087839328
7,nanofocus,0.1,30,1.1,euclidean,False,,,,,,,0.672005025018611,2.03513667268306,2.70714169770167
8,nanofocus,0.1,30,1.15,euclidean,False,,,,,,,0.691227345884687,2.58285338430454,3.27408073018922
9,nanofocus,0.1,30,1.2,euclidean,False,,,,,,,0.70970332980012,2.68029812684947,3.39000145664958
10,nanofocus,0.1,25,1,euclidean,False,,,,,,,0.244879751072618,3.0431723840043,3.28805213507692
11,nanofocus,0.1,25,1.05,euclidean,False,,,,,,,0.641331583719243,2.44538929467404,3.08672087839328
12,nanofocus,0.1,25,1.1,euclidean,False,,,,,,,0.672005025018611,2.03513667268306,2.70714169770167
13,nanofocus,0.1,25,1.15,euclidean,False,,,,,,,0.691227345884687,2.58285338430454,3.27408073018922
14,nanofocus,0.1,25,1.2,euclidean,False,,,,,,,0.70970332980012,2.68029812684947,3.39000145664958
15,nanofocus,0.1,20,1,euclidean,False,,,,,,,0.267197640172969,3.02069970865444,3.28789734882741
16,nanofocus,0.1,20,1.05,euclidean,False,,,,,,,0.641331583719243,2.44538929467404,3.08672087839328
17,nanofocus,0.1,20,1.1,euclidean,False,,,,,,,0.672005025018611,2.03513667268306,2.70714169770167
18,nanofocus,0.1,20,1.15,euclidean,False,,,,,,,0.691227345884687,2.58285338430454,3.27408073018922
19,nanofocus,0.1,20,1.2,euclidean,False,,,,,,,0.70970332980012,2.68029812684947,3.39000145664958
20,nanofocus,0.1,15,1,euclidean,False,,,,,,,0.299807152998648,2.98251746213551,3.28232461513416
21,nanofocus,0.1,15,1.05,euclidean,False,,,,,,,0.641331583719243,2.44538929467404,3.08672087839328
22,nanofocus,0.1,15,1.1,euclidean,False,,,,,,,0.672005025018611,2.03513667268306,2.70714169770167
23,nanofocus,0.1,15,1.15,euclidean,False,,,,,,,0.691227345884687,2.58285338430454,3.27408073018922
24,nanofocus,0.1,15,1.2,euclidean,False,,,,,,,0.70970332980012,2.68029812684947,3.39000145664958
25,nanofocus,0.1,10,1,euclidean,False,,,,,,,0.350501710522782,2.95139988788301,3.30190159840579
26,nanofocus,0.1,10,1.05,euclidean,False,,,,,,,0.64061747531468,2.43747355230027,3.07809102761495
27,nanofocus,0.1,10,1.1,euclidean,False,,,,,,,0.672005025018611,2.03513667268306,2.70714169770167
28,nanofocus,0.1,10,1.15,euclidean,False,,,,,,,0.691227345884687,2.58285338430454,3.27408073018922
29,nanofocus,0.1,10,1.2,euclidean,False,,,,,,,0.70970332980012,2.68029812684947,3.39000145664958
30,nanofocus,0.1,5,1,euclidean,False,,,,,,,0.431095538416278,2.87497997107887,3.30607550949515
31,nanofocus,0.1,5,1.05,euclidean,False,,,,,,,0.639608109156532,2.38627017925961,3.02587828841614
32,nanofocus,0.1,5,1.1,euclidean,False,,,,,,,0.673084519387709,2.00727504077177,2.68035956015948
33,nanofocus,0.1,5,1.15,euclidean,False,,,,,,,0.691320614972579,2.5747338938392,3.26605450881178
34,nanofocus,0.1,5,1.2,euclidean,False,,,,,,,0.709710840586025,2.67561766823775,3.38532850882378
35,nanofocus,0.1,inf,1,euclidean,True,,,,,,,0.191772007193144,2.88900474999446,3.0807767571876
36,nanofocus,0.1,inf,1.05,euclidean,True,,,,,,,0.639611513879079,2.37929872416932,3.0189102380484
37,nanofocus,0.1,inf,1.1,euclidean,True,,,,,,,0.680979288965976,1.96375900404225,2.64473829300823
38,nanofocus,0.1,inf,1.15,euclidean,True,,,,,,,0.701507675341503,2.55692215494159,3.25842983028309
39,nanofocus,0.1,inf,1.2,euclidean,True,,,,,,,0.721038333687157,2.55441581549238,3.27545414917954
40,nanofocus,0.1,30,1,euclidean,True,,,,,,,0.233516420296828,2.89594186590755,3.12945828620438
41,nanofocus,0.1,30,1.05,euclidean,True,,,,,,,0.639611513879079,2.37929872416932,3.0189102380484
42,nanofocus,0.1,30,1.1,euclidean,True,,,,,,,0.680979288965976,1.96375900404225,2.64473829300823
43,nanofocus,0.1,30,1.15,euclidean,True,,,,,,,0.701507675341503,2.55692215494159,3.25842983028309
44,nanofocus,0.1,30,1.2,euclidean,True,,,,,,,0.721038333687157,2.55441581549238,3.27545414917954
45,nanofocus,0.1,25,1,euclidean,True,,,,,,,0.250570115412436,2.88139528644218,3.13196540185461
46,nanofocus,0.1,25,1.05,euclidean,True,,,,,,,0.639611513879079,2.37929872416932,3.0189102380484
47,nanofocus,0.1,25,1.1,euclidean,True,,,,,,,0.680979288965976,1.96375900404225,2.64473829300823
48,nanofocus,0.1,25,1.15,euclidean,True,,,,,,,0.701507675341503,2.55692215494159,3.25842983028309
49,nanofocus,0.1,25,1.2,euclidean,True,,,,,,,0.721038333687157,2.55441581549238,3.27545414917954
50,nanofocus,0.1,20,1,euclidean,True,,,,,,,0.2723125806381,2.85087813983334,3.12319072047144
51,nanofocus,0.1,20,1.05,euclidean,True,,,,,,,0.639611513879079,2.37929872416932,3.0189102380484
52,nanofocus,0.1,20,1.1,euclidean,True,,,,,,,0.680979288965976,1.96375900404225,2.64473829300823
53,nanofocus,0.1,20,1.15,euclidean,True,,,,,,,0.701507675341503,2.55692215494159,3.25842983028309
54,nanofocus,0.1,20,1.2,euclidean,True,,,,,,,0.721038333687157,2.55441581549238,3.27545414917954
55,nanofocus,0.1,15,1,euclidean,True,,,,,,,0.30434746271572,2.81483070129283,3.11917816400855
56,nanofocus,0.1,15,1.05,euclidean,True,,,,,,,0.639611513879079,2.37929872416932,3.0189102380484
57,nanofocus,0.1,15,1.1,euclidean,True,,,,,,,0.680979288965976,1.96375900404225,2.64473829300823
58,nanofocus,0.1,15,1.15,euclidean,True,,,,,,,0.701507675341503,2.55692215494159,3.25842983028309
59,nanofocus,0.1,15,1.2,euclidean,True,,,,,,,0.721038333687157,2.55441581549238,3.27545414917954
60,nanofocus,0.1,10,1,euclidean,True,,,,,,,0.354437908579407,2.78057050382154,3.13500841240094
61,nanofocus,0.1,10,1.05,euclidean,True,,,,,,,0.640913717155262,2.37718296824428,3.01809668539954
62,nanofocus,0.1,10,1.1,euclidean,True,,,,,,,0.680979288965976,1.96375900404225,2.64473829300823
63,nanofocus,0.1,10,1.15,euclidean,True,,,,,,,0.701507675341503,2.55692215494159,3.25842983028309
64,nanofocus,0.1,10,1.2,euclidean,True,,,,,,,0.721038333687157,2.55441581549238,3.27545414917954
65,nanofocus,0.1,5,1,euclidean,True,,,,,,,0.434345548113569,2.7030006952502,3.13734624336377
66,nanofocus,0.1,5,1.05,euclidean,True,,,,,,,0.64359412428924,2.35443103050895,2.99802515479819
67,nanofocus,0.1,5,1.1,euclidean,True,,,,,,,0.680996379862086,1.9574126278137,2.63840900767579
68,nanofocus,0.1,5,1.15,euclidean,True,,,,,,,0.701507675341503,2.55692215494159,3.25842983028309
69,nanofocus,0.1,5,1.2,euclidean,True,,,,,,,0.721038333687157,2.55441581549238,3.27545414917954
70,nanofocus,0.1,,,,,uniform,100,max,None,99,100,1.64573744645827,6.39355047410694,8.03928792056521
71,nanofocus,0.1,,,,,uniform,100,max,20,99,100,1.64573744645827,6.39355047410694,8.03928792056521
72,nanofocus,0.1,,,,,uniform,100,max,10,96,100,1.00116182850756,0.321564121678721,1.32272595018628
73,nanofocus,0.1,,,,,uniform,100,max,5,96,100,1.00116182850756,0.321564121678721,1.32272595018628
74,nanofocus,0.1,,,,,uniform,100,min,None,99,100,1.00235003922422,0.321529372491594,1.32387941171582
75,nanofocus,0.1,,,,,uniform,100,min,20,99,100,1.00235003922422,0.321529372491594,1.32387941171582
76,nanofocus,0.1,,,,,uniform,100,min,10,98,100,1.00238144798469,0.32076756863335,1.32314901661804
77,nanofocus,0.1,,,,,uniform,100,min,5,96,100,1.00243475986708,0.313312437402783,1.31574719726986
78,nanofocus,0.1,,,,,uniform,100,max_min,None,195,100,1.00181137224661,0.329981717994806,1.33179309024141
79,nanofocus,0.1,,,,,uniform,100,max_min,20,195,100,1.00181137224661,0.329981717994806,1.33179309024141
80,nanofocus,0.1,,,,,uniform,100,max_min,10,194,100,1.00198805196222,0.329325570402506,1.33131362236473
81,nanofocus,0.1,,,,,uniform,100,max_min,5,192,100,1.00219889907811,0.322201340860687,1.3244002399388
82,nanofocus,0.1,,,,,uniform,300,max,None,299,300,1.00017861532398,0.136894765076237,1.13707338040022
83,nanofocus,0.1,,,,,uniform,300,max,20,299,300,1.00017861532398,0.136894765076237,1.13707338040022
84,nanofocus,0.1,,,,,uniform,300,max,10,299,300,1.00017861532398,0.136894765076237,1.13707338040022
85,nanofocus,0.1,,,,,uniform,300,max,5,297,300,1.00003257638636,0.132446799781456,1.13247937616782
86,nanofocus,0.1,,,,,uniform,300,min,None,299,300,0.999637311056237,0.17273796490763,1.17237527596387
87,nanofocus,0.1,,,,,uniform,300,min,20,299,300,0.999637311056237,0.17273796490763,1.17237527596387
88,nanofocus,0.1,,,,,uniform,300,min,10,299,300,0.999637311056237,0.17273796490763,1.17237527596387
89,nanofocus,0.1,,,,,uniform,300,min,5,294,300,0.999950432019271,0.156310305453777,1.15626073747305
90,nanofocus,0.1,,,,,uniform,300,max_min,None,590,300,1.00004478992799,0.139410379804857,1.13945516973285
91,nanofocus,0.1,,,,,uniform,300,max_min,20,590,300,1.00004478992799,0.139410379804857,1.13945516973285
92,nanofocus,0.1,,,,,uniform,300,max_min,10,590,300,1.00004478992799,0.139410379804857,1.13945516973285
93,nanofocus,0.1,,,,,uniform,300,max_min,5,588,300,0.999941445607879,0.13471325183137,1.13465469743925
94,nanofocus,0.1,,,,,uniform,500,max,None,499,500,1.00092966096406,0.432480683558299,1.43341034452236
95,nanofocus,0.1,,,,,uniform,500,max,20,499,500,1.00092966096406,0.432480683558299,1.43341034452236
96,nanofocus,0.1,,,,,uniform,500,max,10,499,500,1.00092966096406,0.432480683558299,1.43341034452236
97,nanofocus,0.1,,,,,uniform,500,max,5,499,500,1.00092966096406,0.432480683558299,1.43341034452236
98,nanofocus,0.1,,,,,uniform,500,min,None,499,500,0.999860401557955,0.121747118960262,1.12160752051822
99,nanofocus,0.1,,,,,uniform,500,min,20,499,500,0.999860401557955,0.121747118960262,1.12160752051822
100,nanofocus,0.1,,,,,uniform,500,min,10,499,500,0.999860401557955,0.121747118960262,1.12160752051822
101,nanofocus,0.1,,,,,uniform,500,min,5,499,500,0.999860401557955,0.121747118960262,1.12160752051822
102,nanofocus,0.1,,,,,uniform,500,max_min,None,987,500,1.0000782595272,0.107477059627936,1.10755531915514
103,nanofocus,0.1,,,,,uniform,500,max_min,20,987,500,1.0000782595272,0.107477059627936,1.10755531915514
104,nanofocus,0.1,,,,,uniform,500,max_min,10,987,500,1.0000782595272,0.107477059627936,1.10755531915514
105,nanofocus,0.1,,,,,uniform,500,max_min,5,987,500,1.0000782595272,0.107477059627936,1.10755531915514
106,nanofocus,0.1,,,,,all_minima,ref,max,None,2,3,1,0,1
107,nanofocus,0.1,,,,,all_minima,ref,max,20,2,3,1,0,1
108,nanofocus,0.1,,,,,all_minima,ref,max,10,2,3,1,0,1
109,nanofocus,0.1,,,,,all_minima,ref,max,5,2,3,1,0,1
110,nanofocus,0.1,,,,,all_minima,ref,min,None,2,3,nan,nan,nan
111,nanofocus,0.1,,,,,all_minima,ref,min,20,2,3,nan,nan,nan
112,nanofocus,0.1,,,,,all_minima,ref,min,10,2,3,nan,nan,nan
113,nanofocus,0.1,,,,,all_minima,ref,min,5,2,3,nan,nan,nan
114,nanofocus,0.1,,,,,all_minima,ref,max_min,None,4,3,0.667385266938466,0.784986279837044,1.45237154677551
115,nanofocus,0.1,,,,,all_minima,ref,max_min,20,4,3,0.667385266938466,0.784986279837044,1.45237154677551
116,nanofocus,0.1,,,,,all_minima,ref,max_min,10,4,3,0.667385266938466,0.784986279837044,1.45237154677551
117,nanofocus,0.1,,,,,all_minima,ref,max_min,5,4,3,0.667385266938466,0.784986279837044,1.45237154677551
118,nanofocus,0.1,,,,,all_minima,fit,max,None,4,5,1.77239755395542,0.989219502831766,2.76161705678718
119,nanofocus,0.1,,,,,all_minima,fit,max,20,4,5,1.77239755395542,0.989219502831766,2.76161705678718
120,nanofocus,0.1,,,,,all_minima,fit,max,10,4,5,1.77239755395542,0.989219502831766,2.76161705678718
121,nanofocus,0.1,,,,,all_minima,fit,max,5,4,5,1.77239755395542,0.989219502831766,2.76161705678718
122,nanofocus,0.1,,,,,all_minima,fit,min,None,4,5,13.472457869944,15.4213425457024,28.8938004156464
123,nanofocus,0.1,,,,,all_minima,fit,min,20,3,5,0.689295002531007,1.03320034418562,1.72249534671663
124,nanofocus,0.1,,,,,all_minima,fit,min,10,3,5,0.689295002531007,1.03320034418562,1.72249534671663
125,nanofocus,0.1,,,,,all_minima,fit,min,5,3,5,0.689295002531007,1.03320034418562,1.72249534671663
126,nanofocus,0.1,,,,,all_minima,fit,max_min,None,8,5,17.0001841581437,16.9284675188882,33.9286516770318
127,nanofocus,0.1,,,,,all_minima,fit,max_min,20,7,5,0.659340971427253,0.795386911407939,1.45472788283519
128,nanofocus,0.1,,,,,all_minima,fit,max_min,10,7,5,0.659340971427253,0.795386911407939,1.45472788283519
129,nanofocus,0.1,,,,,all_minima,fit,max_min,5,7,5,0.659340971427253,0.795386911407939,1.45472788283519
130,nanofocus,0.1,,,,,all_maxima,ref,max,None,2,3,nan,nan,nan
131,nanofocus,0.1,,,,,all_maxima,ref,max,20,2,3,nan,nan,nan
132,nanofocus,0.1,,,,,all_maxima,ref,max,10,2,3,nan,nan,nan
133,nanofocus,0.1,,,,,all_maxima,ref,max,5,2,3,nan,nan,nan
134,nanofocus,0.1,,,,,all_maxima,ref,min,None,2,3,nan,nan,nan
135,nanofocus,0.1,,,,,all_maxima,ref,min,20,2,3,nan,nan,nan
136,nanofocus,0.1,,,,,all_maxima,ref,min,10,2,3,nan,nan,nan
137,nanofocus,0.1,,,,,all_maxima,ref,min,5,2,3,nan,nan,nan
138,nanofocus,0.1,,,,,all_maxima,ref,max_min,None,4,3,0.870963722350536,0.904303496517387,1.77526721886792
139,nanofocus,0.1,,,,,all_maxima,ref,max_min,20,4,3,0.870963722350536,0.904303496517387,1.77526721886792
140,nanofocus,0.1,,,,,all_maxima,ref,max_min,10,4,3,0.870963722350536,0.904303496517387,1.77526721886792
141,nanofocus,0.1,,,,,all_maxima,ref,max_min,5,4,3,0.870963722350536,0.904303496517387,1.77526721886792
142,nanofocus,0.1,,,,,all_maxima,fit,max,None,4,5,0.631191556840143,0.81311674391555,1.44430830075569
143,nanofocus,0.1,,,,,all_maxima,fit,max,20,4,5,0.631191556840143,0.81311674391555,1.44430830075569
144,nanofocus,0.1,,,,,all_maxima,fit,max,10,4,5,0.631191556840143,0.81311674391555,1.44430830075569
145,nanofocus,0.1,,,,,all_maxima,fit,max,5,4,5,0.631191556840143,0.81311674391555,1.44430830075569
146,nanofocus,0.1,,,,,all_maxima,fit,min,None,4,5,0.878887761709549,0.874544771492426,1.75343253320197
147,nanofocus,0.1,,,,,all_maxima,fit,min,20,4,5,0.878887761709549,0.874544771492426,1.75343253320197
148,nanofocus,0.1,,,,,all_maxima,fit,min,10,4,5,0.878887761709549,0.874544771492426,1.75343253320197
149,nanofocus,0.1,,,,,all_maxima,fit,min,5,4,5,0.878887761709549,0.874544771492426,1.75343253320197
150,nanofocus,0.1,,,,,all_maxima,fit,max_min,None,8,5,0.870491567161149,0.836546500904956,1.70703806806611
151,nanofocus,0.1,,,,,all_maxima,fit,max_min,20,8,5,0.870491567161149,0.836546500904956,1.70703806806611
152,nanofocus,0.1,,,,,all_maxima,fit,max_min,10,8,5,0.870491567161149,0.836546500904956,1.70703806806611
153,nanofocus,0.1,,,,,all_maxima,fit,max_min,5,8,5,0.870491567161149,0.836546500904956,1.70703806806611
70,precitec,0,,,,,uniform,100,max,None,99,100,1.0451378383166476,0.9799664594692695,2.025104297785917
71,precitec,0,,,,,uniform,100,max,20,99,100,1.0451378383166476,0.9799664594692695,2.025104297785917
72,precitec,0,,,,,uniform,100,max,10,86,100,0.8927184457420089,0.7886164894117926,1.6813349351538016
73,precitec,0,,,,,uniform,100,max,5,77,100,0.909655879312331,0.623501019414787,1.533156898727118
74,precitec,0,,,,,uniform,100,min,None,99,100,1.0837294818273744,0.8939346771366551,1.9776641589640294
75,precitec,0,,,,,uniform,100,min,20,99,100,1.0837294818273744,0.8939346771366551,1.9776641589640294
76,precitec,0,,,,,uniform,100,min,10,93,100,1.0098495602221886,0.8900801069553992,1.8999296671775878
77,precitec,0,,,,,uniform,100,min,5,75,100,1.0159130806072707,0.6543043549622316,1.6702174355695023
78,precitec,0,,,,,uniform,100,max_min,None,182,100,0.825437842512143,0.8485398419306264,1.6739776844427694
79,precitec,0,,,,,uniform,100,max_min,20,182,100,0.825437842512143,0.8485398419306264,1.6739776844427694
80,precitec,0,,,,,uniform,100,max_min,10,177,100,0.8155131702247549,0.8236630498857841,1.639176220110539
81,precitec,0,,,,,uniform,100,max_min,5,152,100,0.9220306945337425,0.6535728185383747,1.5756035130721173
82,precitec,0,,,,,uniform,300,max,None,299,300,1.0968171583155786,0.7337484013194635,1.830565559635042
83,precitec,0,,,,,uniform,300,max,20,299,300,1.0968171583155786,0.7337484013194635,1.830565559635042
84,precitec,0,,,,,uniform,300,max,10,299,300,1.0968171583155786,0.7337484013194635,1.830565559635042
85,precitec,0,,,,,uniform,300,max,5,277,300,1.022002208782741,0.6755673364077336,1.6975695451904746
86,precitec,0,,,,,uniform,300,min,None,299,300,1.1108043543115445,0.782690444806142,1.8934947991176865
87,precitec,0,,,,,uniform,300,min,20,299,300,1.1108043543115445,0.782690444806142,1.8934947991176865
88,precitec,0,,,,,uniform,300,min,10,299,300,1.1108043543115445,0.782690444806142,1.8934947991176865
89,precitec,0,,,,,uniform,300,min,5,270,300,1.0097634623411424,0.7136440915330666,1.723407553874209
90,precitec,0,,,,,uniform,300,max_min,None,497,300,0.9232849575752345,0.6578095075756283,1.581094465150863
91,precitec,0,,,,,uniform,300,max_min,20,497,300,0.9232849575752345,0.6578095075756283,1.581094465150863
92,precitec,0,,,,,uniform,300,max_min,10,497,300,0.9232849575752345,0.6578095075756283,1.581094465150863
93,precitec,0,,,,,uniform,300,max_min,5,492,300,0.9248953882882897,0.6456970413822043,1.5705924296704938
94,precitec,0,,,,,uniform,500,max,None,499,500,1.0537393518651696,0.5623934568288484,1.616132808694018
95,precitec,0,,,,,uniform,500,max,20,499,500,1.0537393518651696,0.5623934568288484,1.616132808694018
96,precitec,0,,,,,uniform,500,max,10,499,500,1.0537393518651696,0.5623934568288484,1.616132808694018
97,precitec,0,,,,,uniform,500,max,5,499,500,1.0537393518651696,0.5623934568288484,1.616132808694018
98,precitec,0,,,,,uniform,500,min,None,499,500,1.0350029263287073,0.550335061889935,1.5853379882186422
99,precitec,0,,,,,uniform,500,min,20,499,500,1.0350029263287073,0.550335061889935,1.5853379882186422
100,precitec,0,,,,,uniform,500,min,10,499,500,1.0350029263287073,0.550335061889935,1.5853379882186422
101,precitec,0,,,,,uniform,500,min,5,499,500,1.0350029263287073,0.550335061889935,1.5853379882186422
102,precitec,0,,,,,uniform,500,max_min,None,816,500,0.9562537970603171,0.5014067488909577,1.4576605459512748
103,precitec,0,,,,,uniform,500,max_min,20,816,500,0.9562537970603171,0.5014067488909577,1.4576605459512748
104,precitec,0,,,,,uniform,500,max_min,10,816,500,0.9562537970603171,0.5014067488909577,1.4576605459512748
105,precitec,0,,,,,uniform,500,max_min,5,816,500,0.9562537970603171,0.5014067488909577,1.4576605459512748
106,precitec,0,,,,,all_minima,ref,max,None,2876,2877,1.0,0.0,1.0
107,precitec,0,,,,,all_minima,ref,max,20,2871,2877,1.0,0.0,1.0
108,precitec,0,,,,,all_minima,ref,max,10,2783,2877,1.0,0.0,1.0
109,precitec,0,,,,,all_minima,ref,max,5,2395,2877,1.0,0.0,1.0
110,precitec,0,,,,,all_minima,ref,min,None,2876,2877,0.9841343520237336,0.0667481544467052,1.0508825064704388
111,precitec,0,,,,,all_minima,ref,min,20,2873,2877,0.9841343520237336,0.0667481544467052,1.0508825064704388
112,precitec,0,,,,,all_minima,ref,min,10,2849,2877,0.9841343520237336,0.0667481544467052,1.0508825064704388
113,precitec,0,,,,,all_minima,ref,min,5,2574,2877,0.9841343520237336,0.0667481544467052,1.0508825064704388
114,precitec,0,,,,,all_minima,ref,max_min,None,4920,2877,1.0,0.0,1.0
115,precitec,0,,,,,all_minima,ref,max_min,20,4915,2877,1.0,0.0,1.0
116,precitec,0,,,,,all_minima,ref,max_min,10,4900,2877,1.0,0.0,1.0
117,precitec,0,,,,,all_minima,ref,max_min,5,4662,2877,1.0,0.0,1.0
118,precitec,0,,,,,all_minima,fit,max,None,1731,1732,1.0,0.0,1.0
119,precitec,0,,,,,all_minima,fit,max,20,1716,1732,1.0,0.0,1.0
120,precitec,0,,,,,all_minima,fit,max,10,1536,1732,1.0,0.0,1.0
121,precitec,0,,,,,all_minima,fit,max,5,1277,1732,1.0,0.0,1.0
122,precitec,0,,,,,all_minima,fit,min,None,1731,1732,0.9557377575874835,0.3212324498770645,1.276970207464548
123,precitec,0,,,,,all_minima,fit,min,20,1727,1732,0.9557377575874835,0.3212324498770645,1.276970207464548
124,precitec,0,,,,,all_minima,fit,min,10,1681,1732,0.9557377575874835,0.3212324498770645,1.276970207464548
125,precitec,0,,,,,all_minima,fit,min,5,1398,1732,0.9557377575874835,0.3212324498770645,1.276970207464548
126,precitec,0,,,,,all_minima,fit,max_min,None,3111,1732,1.0,0.0,1.0
127,precitec,0,,,,,all_minima,fit,max_min,20,3109,1732,1.0,0.0,1.0
128,precitec,0,,,,,all_minima,fit,max_min,10,3055,1732,1.0,0.0,1.0
129,precitec,0,,,,,all_minima,fit,max_min,5,2655,1732,1.0,0.0,1.0
130,precitec,0,,,,,all_maxima,ref,max,None,2872,2873,0.9557996603626364,0.3171145409640044,1.2729142013266408
131,precitec,0,,,,,all_maxima,ref,max,20,2869,2873,0.9557996603626364,0.3171145409640044,1.2729142013266408
132,precitec,0,,,,,all_maxima,ref,max,10,2846,2873,0.9557996603626364,0.3171145409640044,1.2729142013266408
133,precitec,0,,,,,all_maxima,ref,max,5,2595,2873,0.9557996603626364,0.3171145409640044,1.2729142013266408
134,precitec,0,,,,,all_maxima,ref,min,None,2872,2873,1.0,0.0,1.0
135,precitec,0,,,,,all_maxima,ref,min,20,2869,2873,1.0,0.0,1.0
136,precitec,0,,,,,all_maxima,ref,min,10,2829,2873,1.0,0.0,1.0
137,precitec,0,,,,,all_maxima,ref,min,5,2492,2873,1.0,0.0,1.0
138,precitec,0,,,,,all_maxima,ref,max_min,None,4980,2873,0.9557996603626364,0.3171145409640044,1.2729142013266408
139,precitec,0,,,,,all_maxima,ref,max_min,20,4977,2873,0.9557996603626364,0.3171145409640044,1.2729142013266408
140,precitec,0,,,,,all_maxima,ref,max_min,10,4969,2873,0.9557996603626364,0.3171145409640044,1.2729142013266408
141,precitec,0,,,,,all_maxima,ref,max_min,5,4742,2873,0.9557996603626364,0.3171145409640044,1.2729142013266408
142,precitec,0,,,,,all_maxima,fit,max,None,1728,1729,0.9555233749579054,0.43019089417185485,1.3857142691297604
143,precitec,0,,,,,all_maxima,fit,max,20,1723,1729,0.9555233749579054,0.43019089417185485,1.3857142691297604
144,precitec,0,,,,,all_maxima,fit,max,10,1645,1729,0.9555233749579054,0.43019089417185485,1.3857142691297604
145,precitec,0,,,,,all_maxima,fit,max,5,1315,1729,0.9654157053513535,0.20020910738715175,1.1656248127385052
146,precitec,0,,,,,all_maxima,fit,min,None,1728,1729,1.0,0.0,1.0
147,precitec,0,,,,,all_maxima,fit,min,20,1716,1729,1.0,0.0,1.0
148,precitec,0,,,,,all_maxima,fit,min,10,1578,1729,1.0,0.0,1.0
149,precitec,0,,,,,all_maxima,fit,min,5,1328,1729,1.0,0.0,1.0
150,precitec,0,,,,,all_maxima,fit,max_min,None,3052,1729,0.9555233749579054,0.43019089417185485,1.3857142691297604
151,precitec,0,,,,,all_maxima,fit,max_min,20,3051,1729,0.9555233749579054,0.43019089417185485,1.3857142691297604
