parameterset,datensatz,filter,w,s,norm,ddtw,interval_type,interval_param,functionals,max_landmark_diff,n_landmarks,n_intervals,ref_match_normiert,dmatch_dfit_normiert,overall
2,nanofocus,0.065,inf,1.1,euclidean,False,,,,,,,0.700816569882815,1.95115612692463,2.65197269680745
3,nanofocus,0.065,inf,1.15,euclidean,False,,,,,,,0.730329522294111,1.89564679642499,2.6259763187191
4,nanofocus,0.065,inf,1.2,euclidean,False,,,,,,,0.745456839487273,1.9517876288127,2.69724446829998
5,nanofocus,0.065,30,1,euclidean,False,,,,,,,0.332713350779004,2.8021339685155,3.1348473192945
6,nanofocus,0.065,30,1.05,euclidean,False,,,,,,,0.632847957829839,2.11695251406487,2.74980047189471
7,nanofocus,0.065,30,1.1,euclidean,False,,,,,,,0.700816569882815,1.95115612692463,2.65197269680745
8,nanofocus,0.065,30,1.15,euclidean,False,,,,,,,0.730329522294111,1.89564679642499,2.6259763187191
9,nanofocus,0.065,30,1.2,euclidean,False,,,,,,,0.745456839487273,1.9517876288127,2.69724446829998
10,nanofocus,0.065,25,1,euclidean,False,,,,,,,0.335774852835144,2.79779157906211,3.13356643189725
11,nanofocus,0.065,25,1.05,euclidean,False,,,,,,,0.632847957829839,2.11695251406487,2.74980047189471
12,nanofocus,0.065,25,1.1,euclidean,False,,,,,,,0.700816569882815,1.95115612692463,2.65197269680745
13,nanofocus,0.065,25,1.15,euclidean,False,,,,,,,0.730329522294111,1.89564679642499,2.6259763187191
14,nanofocus,0.065,25,1.2,euclidean,False,,,,,,,0.745456839487273,1.9517876288127,2.69724446829998
15,nanofocus,0.065,20,1,euclidean,False,,,,,,,0.339521275741043,2.78349783397404,3.12301910971508
16,nanofocus,0.065,20,1.05,euclidean,False,,,,,,,0.632847957829839,2.11695251406487,2.74980047189471
17,nanofocus,0.065,20,1.1,euclidean,False,,,,,,,0.700816569882815,1.95115612692463,2.65197269680745
18,nanofocus,0.065,20,1.15,euclidean,False,,,,,,,0.730329522294111,1.89564679642499,2.6259763187191
19,nanofocus,0.065,20,1.2,euclidean,False,,,,,,,0.745456839487273,1.9517876288127,2.69724446829998
20,nanofocus,0.065,15,1,euclidean,False,,,,,,,0.347347417236617,2.76012566415208,3.10747308138869
21,nanofocus,0.065,15,1.05,euclidean,False,,,,,,,0.632847957829839,2.11695251406487,2.74980047189471
22,nanofocus,0.065,15,1.1,euclidean,False,,,,,,,0.700816569882815,1.95115612692463,2.65197269680745
23,nanofocus,0.065,15,1.15,euclidean,False,,,,,,,0.730329522294111,1.89564679642499,2.6259763187191
24,nanofocus,0.065,15,1.2,euclidean,False,,,,,,,0.745456839487273,1.9517876288127,2.69724446829998
25,nanofocus,0.065,10,1,euclidean,False,,,,,,,0.370841836596107,2.68801063432777,3.05885247092387
26,nanofocus,0.065,10,1.05,euclidean,False,,,,,,,0.632847957829839,2.11695251406487,2.74980047189471
27,nanofocus,0.065,10,1.1,euclidean,False,,,,,,,0.700816569882815,1.95115612692463,2.65197269680745
28,nanofocus,0.065,10,1.15,euclidean,False,,,,,,,0.730329522294111,1.89564679642499,2.6259763187191
29,nanofocus,0.065,10,1.2,euclidean,False,,,,,,,0.745456839487273,1.9517876288127,2.69724446829998
30,nanofocus,0.065,5,1,euclidean,False,,,,,,,0.426181442788928,2.59522448445394,3.02140592724286
31,nanofocus,0.065,5,1.05,euclidean,False,,,,,,,0.633391034273969,2.11450440980683,2.7478954440808
32,nanofocus,0.065,5,1.1,euclidean,False,,,,,,,0.700871580641568,1.95052966239172,2.65140124303329
33,nanofocus,0.065,5,1.15,euclidean,False,,,,,,,0.730329522294111,1.89564679642499,2.6259763187191
34,nanofocus,0.065,5,1.2,euclidean,False,,,,,,,0.745456839487273,1.9517876288127,2.69724446829998
35,nanofocus,0.065,inf,1,euclidean,True,,,,,,,0.255941652751151,2.73818606100495,2.9941277137561
36,nanofocus,0.065,inf,1.05,euclidean,True,,,,,,,0.638728000267421,2.08758169262807,2.72630969289549
37,nanofocus,0.065,inf,1.1,euclidean,True,,,,,,,0.707583325686374,1.91098101308709,2.61856433877346
38,nanofocus,0.065,inf,1.15,euclidean,True,,,,,,,0.739293456840079,1.72725562902575,2.46654908586583
39,nanofocus,0.065,inf,1.2,euclidean,True,,,,,,,0.747089889459552,1.55859781976415,2.3056877092237
40,nanofocus,0.065,30,1,euclidean,True,,,,,,,0.337767627502908,2.75568302551788,3.09345065302079
41,nanofocus,0.065,30,1.05,euclidean,True,,,,,,,0.638728000267421,2.08758169262807,2.72630969289549
42,nanofocus,0.065,30,1.1,euclidean,True,,,,,,,0.707583325686374,1.91098101308709,2.61856433877346
43,nanofocus,0.065,30,1.15,euclidean,True,,,,,,,0.739293456840079,1.72725562902575,2.46654908586583
44,nanofocus,0.065,30,1.2,euclidean,True,,,,,,,0.747089889459552,1.55859781976415,2.3056877092237
45,nanofocus,0.065,25,1,euclidean,True,,,,,,,0.340761220644946,2.75637997716082,3.09714119780577
46,nanofocus,0.065,25,1.05,euclidean,True,,,,,,,0.638728000267421,2.08758169262807,2.72630969289549
47,nanofocus,0.065,25,1.1,euclidean,True,,,,,,,0.707583325686374,1.91098101308709,2.61856433877346
48,nanofocus,0.065,25,1.15,euclidean,True,,,,,,,0.739293456840079,1.72725562902575,2.46654908586583
49,nanofocus,0.065,25,1.2,euclidean,True,,,,,,,0.747089889459552,1.55859781976415,2.3056877092237
50,nanofocus,0.065,20,1,euclidean,True,,,,,,,0.344319152420292,2.73729156440739,3.08161071682768
51,nanofocus,0.065,20,1.05,euclidean,True,,,,,,,0.638728000267421,2.08758169262807,2.72630969289549
52,nanofocus,0.065,20,1.1,euclidean,True,,,,,,,0.707583325686374,1.91098101308709,2.61856433877346
53,nanofocus,0.065,20,1.15,euclidean,True,,,,,,,0.739293456840079,1.72725562902575,2.46654908586583
54,nanofocus,0.065,20,1.2,euclidean,True,,,,,,,0.747089889459552,1.55859781976415,2.3056877092237
55,nanofocus,0.065,15,1,euclidean,True,,,,,,,0.351960512098297,2.71009526803371,3.06205578013201
56,nanofocus,0.065,15,1.05,euclidean,True,,,,,,,0.638728000267421,2.08758169262807,2.72630969289549
57,nanofocus,0.065,15,1.1,euclidean,True,,,,,,,0.707583325686374,1.91098101308709,2.61856433877346
58,nanofocus,0.065,15,1.15,euclidean,True,,,,,,,0.739293456840079,1.72725562902575,2.46654908586583
59,nanofocus,0.065,15,1.2,euclidean,True,,,,,,,0.747089889459552,1.55859781976415,2.3056877092237
60,nanofocus,0.065,10,1,euclidean,True,,,,,,,0.374917820749322,2.63820426113455,3.01312208188387
61,nanofocus,0.065,10,1.05,euclidean,True,,,,,,,0.638728000267421,2.08758169262807,2.72630969289549
62,nanofocus,0.065,10,1.1,euclidean,True,,,,,,,0.707583325686374,1.91098101308709,2.61856433877346
63,nanofocus,0.065,10,1.15,euclidean,True,,,,,,,0.739293456840079,1.72725562902575,2.46654908586583
64,nanofocus,0.065,10,1.2,euclidean,True,,,,,,,0.747089889459552,1.55859781976415,2.3056877092237
65,nanofocus,0.065,5,1,euclidean,True,,,,,,,0.429791176475748,2.54110740050438,2.97089857698013
66,nanofocus,0.065,5,1.05,euclidean,True,,,,,,,0.638728000267421,2.08758169262807,2.72630969289549
67,nanofocus,0.065,5,1.1,euclidean,True,,,,,,,0.707583325686374,1.91098101308709,2.61856433877346
68,nanofocus,0.065,5,1.15,euclidean,True,,,,,,,0.739293456840079,1.72725562902575,2.46654908586583
69,nanofocus,0.065,5,1.2,euclidean,True,,,,,,,0.747089889459552,1.55859781976415,2.3056877092237
70,nanofocus,0.065,,,,,uniform,100,max,None,99,100,1.01831548163954,0.586349446029087,1.60466492766863
71,nanofocus,0.065,,,,,uniform,100,max,20,99,100,1.01831548163954,0.586349446029087,1.60466492766863
72,nanofocus,0.065,,,,,uniform,100,max,10,94,100,1.00167839529073,0.339074718467,1.34075311375773
73,nanofocus,0.065,,,,,uniform,100,max,5,90,100,1.00236665702017,0.319843435209496,1.32221009222966
74,nanofocus,0.065,,,,,uniform,100,min,None,99,100,1.0167449422827,0.558366013747365,1.57511095603007
75,nanofocus,0.065,,,,,uniform,100,min,20,99,100,1.0167449422827,0.558366013747365,1.57511095603007
76,nanofocus,0.065,,,,,uniform,100,min,10,95,100,1.00543047944055,0.3452681136359,1.35069859307645
77,nanofocus,0.065,,,,,uniform,100,min,5,92,100,1.00479960599039,0.32339071071589,1.32819031670628
78,nanofocus,0.065,,,,,uniform,100,max_min,None,191,100,1.0012533911818,0.352194286681322,1.35344767786312
79,nanofocus,0.065,,,,,uniform,100,max_min,20,191,100,1.0012533911818,0.352194286681322,1.35344767786312
80,nanofocus,0.065,,,,,uniform,100,max_min,10,189,100,1.00143471950544,0.349038574228792,1.35047329373424
81,nanofocus,0.065,,,,,uniform,100,max_min,5,182,100,1.00172777461367,0.318472075219741,1.32019984983341
82,nanofocus,0.065,,,,,uniform,300,max,None,299,300,1.00203452863632,0.18111860685586,1.18315313549218
83,nanofocus,0.065,,,,,uniform,300,max,20,299,300,1.00203452863632,0.18111860685586,1.18315313549218
84,nanofocus,0.065,,,,,uniform,300,max,10,299,300,1.00203452863632,0.18111860685586,1.18315313549218
85,nanofocus,0.065,,,,,uniform,300,max,5,282,300,1.00004370072205,0.102902871992772,1.10294657271482
86,nanofocus,0.065,,,,,uniform,300,min,None,299,300,1.00034656460201,0.26798507313175,1.26833163773376
87,nanofocus,0.065,,,,,uniform,300,min,20,299,300,1.00034656460201,0.26798507313175,1.26833163773376
88,nanofocus,0.065,,,,,uniform,300,min,10,299,300,1.00034656460201,0.26798507313175,1.26833163773376
89,nanofocus,0.065,,,,,uniform,300,min,5,287,300,0.999831580741197,0.14434659982606,1.14417818056726
90,nanofocus,0.065,,,,,uniform,300,max_min,None,574,300,0.999650218652264,0.169647661321139,1.1692978799734
91,nanofocus,0.065,,,,,uniform,300,max_min,20,574,300,0.999650218652264,0.169647661321139,1.1692978799734
92,nanofocus,0.065,,,,,uniform,300,max_min,10,574,300,0.999650218652264,0.169647661321139,1.1692978799734
93,nanofocus,0.065,,,,,uniform,300,max_min,5,568,300,0.999689369343331,0.163694323465809,1.16338369280914
94,nanofocus,0.065,,,,,uniform,500,max,None,499,500,1.00061115324109,0.13575369422438,1.13636484746547
95,nanofocus,0.065,,,,,uniform,500,max,20,499,500,1.00061115324109,0.13575369422438,1.13636484746547
96,nanofocus,0.065,,,,,uniform,500,max,10,499,500,1.00061115324109,0.13575369422438,1.13636484746547
97,nanofocus,0.065,,,,,uniform,500,max,5,499,500,1.00061115324109,0.13575369422438,1.13636484746547
98,nanofocus,0.065,,,,,uniform,500,min,None,499,500,0.99999059321674,0.144750520111618,1.14474111332836
99,nanofocus,0.065,,,,,uniform,500,min,20,499,500,0.99999059321674,0.144750520111618,1.14474111332836
100,nanofocus,0.065,,,,,uniform,500,min,10,499,500,0.99999059321674,0.144750520111618,1.14474111332836
101,nanofocus,0.065,,,,,uniform,500,min,5,499,500,0.99999059321674,0.144750520111618,1.14474111332836
102,nanofocus,0.065,,,,,uniform,500,max_min,None,963,500,1.00031393247777,0.123406124862644,1.12372005734041
103,nanofocus,0.065,,,,,uniform,500,max_min,20,963,500,1.00031393247777,0.123406124862644,1.12372005734041
104,nanofocus,0.065,,,,,uniform,500,max_min,10,963,500,1.00031393247777,0.123406124862644,1.12372005734041
105,nanofocus,0.065,,,,,uniform,500,max_min,5,963,500,1.00031393247777,0.123406124862644,1.12372005734041
106,nanofocus,0.065,,,,,all_minima,ref,max,None,12,13,41.4046679895309,37.1571373084334,78.5618052979643
107,nanofocus,0.065,,,,,all_minima,ref,max,20,11,13,2.07412134847999,2.66703491705821,4.74115626553821
108,nanofocus,0.065,,,,,all_minima,ref,max,10,11,13,2.07412134847999,2.66703491705821,4.74115626553821
109,nanofocus,0.065,,,,,all_minima,ref,max,5,11,13,2.07412134847999,2.66703491705821,4.74115626553821
110,nanofocus,0.065,,,,,all_minima,ref,min,None,12,13,1.55778201843622,1.74783362202763,3.30561564046384
111,nanofocus,0.065,,,,,all_minima,ref,min,20,10,13,0.8728287908766,0.553924540244264,1.42675333112086
112,nanofocus,0.065,,,,,all_minima,ref,min,10,10,13,0.8728287908766,0.553924540244264,1.42675333112086
113,nanofocus,0.065,,,,,all_minima,ref,min,5,9,13,0.877001050575604,0.515262012893408,1.39226306346901
114,nanofocus,0.065,,,,,all_minima,ref,max_min,None,23,13,1.05739857071594,1.05062234648385,2.10802091719978
115,nanofocus,0.065,,,,,all_minima,ref,max_min,20,21,13,0.871006295840921,0.541832123597249,1.41283841943817
116,nanofocus,0.065,,,,,all_minima,ref,max_min,10,21,13,0.871006295840921,0.541832123597249,1.41283841943817
117,nanofocus,0.065,,,,,all_minima,ref,max_min,5,20,13,0.88152047823433,0.507695525100555,1.38921600333489
118,nanofocus,0.065,,,,,all_minima,fit,max,None,12,13,41.4205215717222,37.2074161242054,78.6279376959276
119,nanofocus,0.065,,,,,all_minima,fit,max,20,11,13,1.88045510471169,2.5749534779997,4.45540858271139
120,nanofocus,0.065,,,,,all_minima,fit,max,10,11,13,1.88045510471169,2.5749534779997,4.45540858271139
121,nanofocus,0.065,,,,,all_minima,fit,max,5,11,13,1.88045510471169,2.5749534779997,4.45540858271139
122,nanofocus,0.065,,,,,all_minima,fit,min,None,12,13,1.37761137958126,1.48299519616349,2.86060657574475
123,nanofocus,0.065,,,,,all_minima,fit,min,20,11,13,0.874499551322901,0.555113209541016,1.42961276086392
124,nanofocus,0.065,,,,,all_minima,fit,min,10,11,13,0.874499551322901,0.555113209541016,1.42961276086392
125,nanofocus,0.065,,,,,all_minima,fit,min,5,10,13,0.878666862384338,0.516564509933102,1.39523137231744
126,nanofocus,0.065,,,,,all_minima,fit,max_min,None,23,13,1.07957808538952,0.968570037904422,2.04814812329394
127,nanofocus,0.065,,,,,all_minima,fit,max_min,20,22,13,0.860719180193317,0.567274657981345,1.42799383817466
128,nanofocus,0.065,,,,,all_minima,fit,max_min,10,22,13,0.860719180193317,0.567274657981345,1.42799383817466
129,nanofocus,0.065,,,,,all_minima,fit,max_min,5,21,13,0.872212727981098,0.535297555924294,1.40751028390539
130,nanofocus,0.065,,,,,all_maxima,ref,max,None,12,13,17.4217154619293,16.7449584861199,34.1666739480492
131,nanofocus,0.065,,,,,all_maxima,ref,max,20,9,13,1.96015341595088,1.09432186707739,3.05447528302827
132,nanofocus,0.065,,,,,all_maxima,ref,max,10,9,13,1.96015341595088,1.09432186707739,3.05447528302827
133,nanofocus,0.065,,,,,all_maxima,ref,max,5,8,13,1.93913698261914,1.08010098325377,3.01923796587291
134,nanofocus,0.065,,,,,all_maxima,ref,min,None,12,13,1.42515951966731,0.712194448990374,2.13735396865768
135,nanofocus,0.065,,,,,all_maxima,ref,min,20,12,13,1.42515951966731,0.712194448990374,2.13735396865768
136,nanofocus,0.065,,,,,all_maxima,ref,min,10,12,13,1.42515951966731,0.712194448990374,2.13735396865768
137,nanofocus,0.065,,,,,all_maxima,ref,min,5,11,13,1.4271875853361,0.681510788290384,2.10869837362648
138,nanofocus,0.065,,,,,all_maxima,ref,max_min,None,24,13,8.434386155959,9.49362707746609,17.9280132334251
139,nanofocus,0.065,,,,,all_maxima,ref,max_min,20,21,13,1.08768920759952,0.377630061534309,1.46531926913383
140,nanofocus,0.065,,,,,all_maxima,ref,max_min,10,21,13,1.08768920759952,0.377630061534309,1.46531926913383
141,nanofocus,0.065,,,,,all_maxima,ref,max_min,5,19,13,1.08839461328836,0.296391288933949,1.3847859022223
142,nanofocus,0.065,,,,,all_maxima,fit,max,None,12,13,2.19214420343206,1.65242782991496,3.84457203334702
143,nanofocus,0.065,,,,,all_maxima,fit,max,20,10,13,1.62572152693364,0.755259218055158,2.3809807449888
144,nanofocus,0.065,,,,,all_maxima,fit,max,10,10,13,1.62572152693364,0.755259218055158,2.3809807449888
